zipcode,AGENCY,APPLIANCE,Adopt-A-Basket,Advocate - Other,Advocate - RPIE,Advocate-Business Tax,Advocate-Co-opCondo Abatement,Advocate-Commercial Exemptions,Advocate-Personal Exemptions,Advocate-Prop Refunds/Credits,Advocate-Property Value,Advocate-SCRIE/DRIE,Advocate-UBT,Air Quality,Alzheimer's Care,Animal Abuse,Animal Facility - No Permit,Animal in a Park,Asbestos,Asbestos/Garbage Nuisance,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bereavement Support Group,Bike Rack Condition,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Bottled Water,Bridge Condition,Broken Muni Meter,Broken Parking Meter,Building Condition,Building/Use,Bus Stop Shelter Placement,Calorie Labeling,Case Management Agency Complaint,City Vehicle Placard Complaint,Collection Truck Noise,Construction,Consumer Complaint,Cranes and Derricks,Curb Condition,DOF Parking - Request Copy,DOF Parking - Tax Exemption,DOF Property - City Rebate,DOF Property - Owner Issue,DOF Property - Payment Issue,DOF Property - Property Value,DOF Property - RPIE Issue,DOF Property - Reduction Issue,DOF Property - Request Copy,DOF Property - Update Account,DOOR/WINDOW,DPR Internal,DRIE,Damaged Tree,Day Care,Dead Tree,Dead/Dying Tree,Derelict Bicycle,Derelict Vehicle,Derelict Vehicles,Dirty Conditions,Disorderly Youth,Drinking,Drinking Water,EAP Inspection - F59,ELECTRIC,ELEVATOR,Elder Abuse,Electrical,Elevator,Emergency Response Team (ERT),FLOORING/STAIRS,Fire Alarm - Addition,Fire Alarm - Modification,Fire Alarm - New System,Fire Alarm - Reinspection,Fire Alarm - Replacement,Fire Safety Director - F58,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Forensic Engineering,Found Property,GENERAL,Gas Station Discharge Lines,General Construction/Plumbing,Graffiti,HEAT/HOT WATER,HEATING,Harboring Bees/Wasps,Hazardous Materials,Hazmat Storage/Use,Healthcare Facilities,Highway Condition,Highway Sign - Damaged,Home Care Provider Complaint,Home Delivered Meal - Missed Delivery,Home Delivered Meal Complaint,Homeless Encampment,Homeless Person Assistance,Housing - Low Income Senior,Housing Options,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Fireworks,Illegal Parking,Illegal Tree Damage,Indoor Air Quality,Indoor Sewage,Industrial Waste,Interior Demo,Investigations and Discipline (IAD),LEAD,Laboratory,Lead,Legal Services Provider Complaint,Lifeguard,LinkNYC,Literature Request,Litter Basket / Request,Maintenance or Facility,Miscellaneous Categories,Missed Collection (All Materials),Mold,Mosquitoes,Municipal Parking Facility,NONCONST,NORC Complaint,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OEM Disabled Vehicle,OUTSIDE BUILDING,Open Flame Permit,Other Enforcement,Overflowing Litter Baskets,Overflowing Recycling Baskets,Overgrown Tree/Branches,PAINT/PLASTER,PLUMBING,Panhandling,Plant,Plumbing,Poison Ivy,Posting Advertisement,Public Assembly,Public Assembly - Temporary,Public Payphone Complaint,Public Toilet,Radioactive Material,Rangehood,Recycling Enforcement,Request Xmas Tree Collection,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,SCRIE,SRDE,Sanitation Condition,Scaffold Safety,School Maintenance,Senior Center Complaint,Sewer,Sidewalk Condition,Smoking,Snow,Special Enforcement,Special Natural Area District (SNAD),Special Projects Inspection Team (SPIT),Sprinkler - Mechanical,Squeegee,Stalled Sites,Standing Water,Standpipe - Mechanical,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Sweeping/Inadequate,Sweeping/Missed,Tanning,Tattooing,Taxi Complaint,Taxi Report,Taxpayer Advocate Inquiry,Traffic,Traffic Signal Condition,Trans Fat,Transportation Provider Complaint,Trapping Pigeon,UNSANITARY CONDITION,Unleashed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Pigeon Condition,Urinating in Public,VACANT APARTMENT,Vacant Lot,Vending,Violation of Park Rules,WATER LEAK,Water Conservation,Water Quality,Water System,Window Guard,X-Ray Machine/Equipment,price
11030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467775.0
11553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321275.0
11743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536237.5
11212,0.0,215.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0,68.0,0.0,4.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,952.0,11.0,0.0,0.0,98.0,5.0,0.0,247.0,1.0,0.0,2.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,2.0,0.0,33.0,62.0,41.0,616.0,23.0,2.0,115.0,15.0,0.0,21.0,0.0,104.0,248.0,198.0,2.0,5.0,4.0,0.0,464.0,10.0,14.0,39.0,192.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,9.0,58.0,21.0,16.0,0.0,0.0,0.0,426.0,0.0,132.0,96.0,2215.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,43.0,111.0,29.0,0.0,0.0,0.0,372.0,4.0,28.0,16.0,3.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,67.0,0.0,85.0,5.0,6.0,0.0,0.0,1.0,52.0,86.0,51.0,1.0,2.0,12.0,2255.0,223.0,145.0,37.0,9.0,0.0,8.0,0.0,62.0,3.0,0.0,51.0,841.0,813.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,305.0,76.0,132.0,22.0,0.0,227.0,0.0,22.0,2.0,174.0,14.0,6.0,24.0,17.0,0.0,7.0,0.0,0.0,0.0,36.0,0.0,525.0,284.0,60.0,12.0,50.0,0.0,4.0,0.0,1.0,37.0,3.0,0.0,11.0,253.0,0.0,0.0,0.0,1257.0,2.0,1.0,17.0,0.0,4.0,0.0,18.0,2.0,4.0,497.0,10.0,9.0,342.0,0.0,0.0,330225.0
11581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428900.0
11735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375312.5
11210,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,3.0,25.0,0.0,7.0,15.0,0.0,3.0,0.0,0.0,2.0,0.0,1205.0,6.0,0.0,0.0,235.0,10.0,0.0,216.0,1.0,0.0,0.0,3.0,0.0,0.0,81.0,1.0,16.0,0.0,0.0,0.0,9.0,30.0,3.0,0.0,70.0,57.0,33.0,318.0,0.0,4.0,276.0,3.0,8.0,78.0,6.0,213.0,425.0,195.0,1.0,2.0,0.0,0.0,240.0,8.0,3.0,17.0,147.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,12.0,0.0,0.0,0.0,209.0,0.0,151.0,71.0,1545.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,47.0,48.0,8.0,2.0,0.0,0.0,832.0,17.0,22.0,8.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,17.0,50.0,0.0,175.0,3.0,7.0,0.0,0.0,0.0,298.0,131.0,39.0,4.0,5.0,3.0,1044.0,104.0,84.0,47.0,16.0,0.0,22.0,0.0,52.0,1.0,0.0,193.0,475.0,381.0,1.0,0.0,25.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,272.0,150.0,48.0,39.0,0.0,355.0,1.0,24.0,1.0,255.0,22.0,5.0,37.0,11.0,1.0,8.0,0.0,0.0,0.0,61.0,0.0,474.0,193.0,38.0,12.0,23.0,3.0,7.0,0.0,0.0,28.0,1.0,0.0,16.0,105.0,0.0,0.0,0.0,707.0,3.0,0.0,10.0,2.0,3.0,0.0,8.0,4.0,1.0,269.0,13.0,8.0,357.0,0.0,0.0,638387.5
10456,0.0,310.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,91.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,16.0,0.0,0.0,13.0,0.0,0.0,139.0,0.0,0.0,2.0,4.0,0.0,0.0,84.0,0.0,17.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,41.0,17.0,11.0,863.0,27.0,10.0,55.0,6.0,0.0,31.0,0.0,19.0,76.0,119.0,2.0,11.0,0.0,0.0,513.0,14.0,3.0,29.0,258.0,0.0,480.0,0.0,0.0,3.0,2.0,0.0,0.0,61.0,16.0,31.0,3.0,0.0,0.0,380.0,1.0,130.0,82.0,2944.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,27.0,104.0,27.0,2.0,1.0,1.0,304.0,9.0,45.0,17.0,4.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,12.0,62.0,1.0,89.0,2.0,1.0,0.0,0.0,0.0,55.0,114.0,116.0,1.0,16.0,23.0,3473.0,1296.0,408.0,37.0,8.0,0.0,8.0,0.0,22.0,1.0,0.0,38.0,1186.0,1053.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,370.0,25.0,147.0,33.0,0.0,133.0,2.0,17.0,13.0,128.0,21.0,15.0,15.0,34.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,331.0,122.0,11.0,9.0,29.0,1.0,15.0,0.0,0.0,37.0,2.0,0.0,10.0,41.0,0.0,1.0,0.0,1496.0,2.0,1.0,16.0,0.0,5.0,0.0,20.0,13.0,9.0,721.0,33.0,12.0,614.0,0.0,0.0,262400.0
11714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420425.0
11211,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,135.0,0.0,94.0,1.0,19.0,21.0,0.0,9.0,1.0,1.0,8.0,8.0,510.0,10.0,1.0,0.0,166.0,5.0,0.0,105.0,3.0,0.0,0.0,1.0,3.0,0.0,72.0,6.0,4.0,0.0,0.0,0.0,8.0,19.0,0.0,1.0,19.0,35.0,42.0,265.0,5.0,2.0,143.0,1.0,1.0,48.0,68.0,103.0,102.0,214.0,1.0,15.0,1.0,0.0,166.0,4.0,2.0,28.0,94.0,3.0,205.0,0.0,0.0,0.0,1.0,0.0,7.0,122.0,14.0,38.0,1.0,0.0,4.0,209.0,0.0,395.0,399.0,706.0,0.0,0.0,25.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,16.0,67.0,11.0,5.0,4.0,0.0,2.0,605.0,33.0,29.0,5.0,13.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,3.0,37.0,457.0,0.0,419.0,4.0,3.0,0.0,0.0,0.0,248.0,983.0,1050.0,2.0,12.0,34.0,1457.0,1045.0,616.0,62.0,10.0,0.0,7.0,0.0,87.0,0.0,0.0,43.0,315.0,252.0,4.0,0.0,47.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,343.0,42.0,80.0,30.0,0.0,218.0,5.0,5.0,6.0,172.0,71.0,11.0,101.0,34.0,0.0,73.0,0.0,0.0,0.0,43.0,0.0,518.0,312.0,55.0,8.0,41.0,1.0,0.0,0.0,0.0,144.0,27.0,0.0,26.0,173.0,0.0,0.0,0.0,409.0,0.0,0.0,13.0,5.0,2.0,0.0,21.0,41.0,24.0,139.0,26.0,9.0,479.0,0.0,0.0,973950.0
11357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,16.0,1.0,19.0,0.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,264.0,3.0,0.0,0.0,35.0,0.0,0.0,251.0,1.0,0.0,0.0,1.0,2.0,0.0,34.0,0.0,2.0,0.0,0.0,0.0,13.0,40.0,1.0,1.0,95.0,68.0,69.0,8.0,0.0,0.0,298.0,0.0,21.0,120.0,0.0,275.0,58.0,168.0,1.0,7.0,0.0,0.0,12.0,0.0,0.0,3.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,3.0,0.0,0.0,0.0,9.0,0.0,130.0,35.0,37.0,0.0,2.0,16.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,453.0,21.0,6.0,5.0,7.0,0.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,3.0,68.0,0.0,324.0,0.0,9.0,0.0,0.0,0.0,209.0,91.0,27.0,15.0,3.0,12.0,310.0,117.0,48.0,24.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,216.0,11.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,91.0,108.0,9.0,20.0,0.0,142.0,0.0,9.0,0.0,261.0,24.0,1.0,61.0,21.0,0.0,3.0,0.0,0.0,0.0,48.0,0.0,725.0,481.0,115.0,13.0,36.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,19.0,81.0,0.0,0.0,0.0,13.0,5.0,0.0,3.0,2.0,0.0,0.0,13.0,3.0,2.0,5.0,31.0,11.0,263.0,0.0,0.0,753462.5
11580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388925.0
11004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,5.0,0.0,0.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,36.0,17.0,21.0,10.0,0.0,0.0,152.0,0.0,7.0,69.0,0.0,47.0,5.0,41.0,3.0,0.0,1.0,0.0,53.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,32.0,12.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,155.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,29.0,0.0,2.0,0.0,0.0,0.0,54.0,26.0,52.0,2.0,2.0,29.0,61.0,10.0,9.0,4.0,1.0,0.0,1.0,0.0,6.0,4.0,0.0,38.0,1.0,28.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,69.0,52.0,3.0,0.0,33.0,0.0,9.0,0.0,67.0,3.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,171.0,197.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,42.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,3.0,6.0,2.0,88.0,0.0,0.0,544850.0
